Día,Entrada,Salida,h:m,Tiempo,Tarifa (horaria),Pesos,Presupuesto,Approved,Estado,Billable,Customer,Project,Activity,Description,Comentario,Location,Tracking Number,Nombre de usuario,despejado
13.11.,14:08,15:14,1:06,1.11,36.56,40.63,,,open,%,Bitson,Bitson,Gestión Interna,,,,,nespino,0
13.11.,14:00,15:15,1:15,1.25,0.00,0.00,,,open,0%,Bitson,Bitson,Reunion,,,,,hbrunacci,0
13.11.,14:00,15:00,1:00,1.00,0.00,0.00,,,open,0%,Bitson,Bitson,Reunion,Reunion Semanal.,,,,ddebonis,0
13.11.,14:00,15:15,1:15,1.25,0.00,0.00,,,open,0%,Bitson,Bitson,Reunion,,,,,abrunacci,0
13.11.,14:00,15:15,1:15,1.25,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,Reunión semanal,,,,lcolombo,0
13.11.,14:00,15:15,1:15,1.25,0.00,0.00,,,open,0%,Bitson,Bitson,Reunion,,,,,acuervo,0
13.11.,14:00,15:15,1:15,1.25,0.00,0.00,,,open,0%,Bitson,Bitson,Reunion,,,,,mmesmer,0
13.11.,13:45,14:00,0:15,0.25,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,Preparación reunión semanal.,,,,lcolombo,0
13.11.,13:15,14:00,0:45,0.75,0.00,0.00,,,open,0%,Bitson,Bitson,Capacitación,cacademy javaScript,,,,acuervo,0
13.11.,13:10,14:08,0:57,0.95,36.56,34.80,,,open,%,INFD,INFD (Ministerio de Educación),Operativo,,,,,nespino,0
13.11.,12:50,16:30,3:40,3.67,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,,,,,cuberti,0
13.11.,12:28,12:37,0:09,0.16,36.56,5.78,,,open,%,INFD,INFD (Ministerio de Educación),Operativo,,,,,nespino,0
13.11.,12:00,13:30,1:30,1.50,0.00,0.00,,,open,0%,Andes Líneas Aéreas,Andes,DevOps,DEploy staging y dev,,,,abrunacci,0
13.11.,11:14,12:28,1:13,1.22,0.00,0.00,,,open,%,Aptage,Aptage,Operativo,,,,,nespino,0
13.11.,11:14,12:55,1:41,1.68,0.00,0.00,,,open,0%,Bitson,Bitson,Capacitación,culminar cocademy React,,,,acuervo,0
13.11.,11:10,12:00,0:50,0.83,0.00,0.00,,,open,0%,Andes Líneas Aéreas,Andes,Desarrollo,Agregar hoteles al crear una nueva rotacion,,,,abrunacci,0
13.11.,11:04,11:14,0:10,0.17,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,,,,,nespino,0
13.11.,11:00,11:10,0:10,0.17,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión operativa,Daily,,,,abrunacci,0
13.11.,11:00,13:00,2:00,2.00,0.00,0.00,,,open,0%,ECSA,FW Rabbit,Testing,probar errores registro de tarjetas pasadas,,,,hbrunacci,0
13.11.,10:30,11:00,0:30,0.50,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión operativa,Preparacion Daily,,,,abrunacci,0
13.11.,10:15,13:15,3:00,3.00,0.00,0.00,,,open,0%,ECSA,Servidores,Mantenimiento,,,,,mmesmer,0
13.11.,10:10,11:00,0:50,0.83,0.00,0.00,,,open,0%,Bitson,Bitson,Capacitación,landing cursos independiente,,,,acuervo,0
13.11.,09:45,10:21,0:36,0.61,36.56,22.29,,,open,0%,INFD,INFD (Ministerio de Educación),Operativo,,,,,nespino,0
13.11.,09:00,14:00,5:00,5.00,0.00,0.00,,,open,0%,Andes Líneas Aéreas,Andes,Desarrollo,"Solucionando errores de WS cuando tenias 0 hoteles, y del SCM cuando reducias las rotaciones a mano.",,,,ddebonis,0
13.11.,00:27,02:05,1:37,1.63,36.56,59.48,,,open,0%,INFD,INFD (Ministerio de Educación),Operativo,,,,,nespino,0
12.11.,22:27,00:09,1:42,1.71,36.56,62.55,,,open,%,INFD,INFD (Ministerio de Educación),Operativo,,,,,nespino,0
12.11.,19:00,20:00,1:00,1.00,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,Formularios crédito fiscal 2017.,,,,lcolombo,0
12.11.,11:00,12:00,1:00,1.00,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,Formularios crédito fiscal.,,,,lcolombo,0
11.11.,17:30,20:00,2:30,2.50,36.56,91.40,,,open,0%,ECSA,Sigas SCA,Soporte Remoto,,,,,mmesmer,0
11.11.,16:30,17:30,1:00,1.00,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,Recuperación clave ministerio producción. Lectura de bases y condiciones capacitaciones crédito fiscal.,,,,lcolombo,0
11.11.,10:00,10:30,0:30,0.50,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,Investigación Capacitación Pymes,,,,lcolombo,0
10.11.,19:00,19:30,0:30,0.50,0.00,0.00,,,open,0%,ECSA,Servidores,Desarrollo,,,,,mmesmer,0
10.11.,17:00,18:30,1:30,1.50,0.00,0.00,,,open,0%,Bitson,Kairos,Gestión Comercial,"Desarrollo de marca, reunión @MICÓ",,,,lcolombo,0
10.11.,16:30,17:30,1:00,1.00,0.00,0.00,,,open,0%,Bitson,Bitson,Capacitación,material para cursos,,,,abrunacci,0
10.11.,15:48,18:15,2:26,2.44,36.56,89.25,,,open,0%,INFD,INFD (Ministerio de Educación),Operativo,,,,,nespino,0
10.11.,15:15,17:30,2:15,2.25,0.00,0.00,,,open,0%,ECSA,Servidores,Desarrollo,,,,,mmesmer,0
10.11.,14:45,15:15,0:30,0.50,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Comercial,"Búsqueda de precios y fechas
",,,,hbrunacci,0
10.11.,14:45,15:15,0:30,0.50,28.00,14.00,,,open,0%,ECSA,Beagle SCA,Desarrollo,,,,,mmesmer,0
10.11.,14:15,15:41,1:25,1.43,36.56,52.16,,,open,%,Aptage,Aptage,Operativo,,,,,nespino,0
10.11.,14:00,14:45,0:45,0.75,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,,,,,mmesmer,0
10.11.,14:00,16:00,2:00,2.00,0.00,0.00,,,open,0%,Andes Líneas Aéreas,Andes,Desarrollo,"Listo el WS, ya estan hechas la pagina de detalle de rotacion dinamica, con cambio de habitacion",,,,ddebonis,0
10.11.,13:30,14:00,0:30,0.50,0.00,0.00,,,open,0%,ECSA,FW Rabbit,Desarrollo,,,,,hbrunacci,0
10.11.,13:15,16:15,3:00,3.00,0.00,0.00,,,open,0%,Bitson,Bitson,Capacitación,cursos landing cambios/ asistencia (Diego),,,,acuervo,0
10.11.,13:00,14:00,1:00,1.00,0.00,0.00,,,open,0%,Bitson,Bitson,Desarrollo,"Ayuda a male con la landing de los cursos, aplicamos otro estilo y un disenio mas parecido a la web de bitson.",,,,ddebonis,0
10.11.,13:00,14:00,1:00,1.00,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,,,,,mmesmer,0
10.11.,12:59,14:00,1:00,1.01,36.56,36.77,,,open,%,Aptage,Aptage,Operativo,,,,,nespino,0
10.11.,11:15,12:45,1:30,1.50,28.00,42.00,,,open,0%,ECSA,Beagle SCA,Desarrollo,,,,,mmesmer,0
10.11.,11:11,12:41,1:29,1.49,36.56,54.35,,,open,%,Aptage,Aptage,Operativo,,,,,nespino,0
10.11.,10:15,16:30,6:15,6.25,0.00,0.00,,,open,0%,Andes Líneas Aéreas,Andes,Desarrollo,,,,,abrunacci,0
10.11.,10:10,11:10,1:00,1.00,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,Carga de contactos en Hubspot. Actualización de pipeline.,,,,lcolombo,0
10.11.,10:10,12:45,2:35,2.58,0.00,0.00,,,open,0%,Bitson,Bitson,Capacitación,cursos landing ,,,,acuervo,0
10.11.,10:10,13:00,2:50,2.83,0.00,0.00,,,open,0%,Bitson,Molinete Plastico,Reunion,"Reunión modulmet y Mamplast
1 diciembre están los planos
Arrancan construcción de matrices",,,,hbrunacci,0
10.11.,10:06,10:25,0:18,0.30,36.56,10.99,,,open,0%,INFD,INFD (Ministerio de Educación),Operativo,,,,,nespino,0
10.11.,10:00,14:00,4:00,4.01,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,,,,,cuberti,0
10.11.,09:15,09:35,0:20,0.33,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,Renovación servers OVH,,,,lcolombo,0
10.11.,09:00,12:00,3:00,3.00,0.00,0.00,,,open,0%,Andes Líneas Aéreas,Andes,Desarrollo,"Borrar habitaciones, desde paquete y desde rotacion. Empezamos con los endpoints del websales (el objeto gigante que devuelve toda la data)",,,,ddebonis,0
09.11.,22:00,22:30,0:30,0.50,0.00,0.00,,,open,0%,ECSA,Sigas SCA,Gestión Comercial,Envío de preguntas por Alianza Lima,,,,lcolombo,0
09.11.,19:58,20:32,0:33,0.56,36.56,20.43,,,open,%,Aptage,Aptage,Operativo,,,,,nespino,0
09.11.,17:00,20:30,3:30,3.50,0.00,0.00,,,open,0%,ECSA,Servidores,Desarrollo,,,,,mmesmer,0
09.11.,16:34,19:58,3:24,3.40,0.00,0.00,,,open,%,Aptage,Aptage,Operativo,,,,,nespino,0
09.11.,16:30,18:30,2:00,2.00,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,Actualización planillas retiros semanales. Control caja 2.,,,,lcolombo,0
09.11.,16:30,17:00,0:30,0.50,0.00,0.00,,,open,0%,ECSA,Beagle SCA,Desarrollo,,,,,mmesmer,0
09.11.,16:30,18:00,1:30,1.50,0.00,0.00,,,open,0%,Andes Líneas Aéreas,Andes,Desarrollo,,,,,abrunacci,0
09.11.,16:20,17:30,1:10,1.17,0.00,0.00,,,open,0%,Bitson,Bitson,Capacitación,landing cursos,,,,acuervo,0
09.11.,16:15,17:30,1:15,1.25,0.00,0.00,,,open,0%,Andes Líneas Aéreas,Andes,Desarrollo,"Solucionamos el error de  agregar rotaciones cuando cambiabas el estado, modifique el envio de fecha cuando hace un edit de paquete.",,,,ddebonis,0
09.11.,15:15,16:15,1:00,1.00,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,Reunion por tema ECSA + Alianza Lima.,,,,ddebonis,0
09.11.,15:00,16:30,1:30,1.50,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,Reunión Alianza Lima y sobre cómo seguimos con ECSA,,,,lcolombo,0
09.11.,14:30,15:00,0:30,0.50,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,Reunión con Alejandro Ávalos de comercio exterior del Credicoop,,,,lcolombo,0
09.11.,14:30,16:15,1:45,1.75,0.00,0.00,,,open,0%,Bitson,Bitson,Reunion,,,,,acuervo,0
09.11.,14:30,16:30,2:00,2.00,0.00,0.00,,,open,0%,Bitson,Bitson,Reunion,,,,,abrunacci,0
09.11.,14:30,16:30,2:00,2.00,0.00,0.00,,,open,0%,Bitson,Bitson,Reunion,,,,,mmesmer,0
09.11.,14:28,16:34,2:05,2.09,36.56,76.31,,,open,%,Bitson,Bitson,Gestión Interna,,,,,nespino,0
09.11.,14:15,15:40,1:25,1.42,28.00,39.67,,,open,0%,ECSA,Sigas SCA,Desarrollo,,,,,hbrunacci,0
09.11.,13:51,14:28,0:37,0.62,36.56,22.68,,,open,%,Aptage,Aptage,Operativo,,,,,nespino,0
09.11.,13:45,14:30,0:45,0.75,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,Control planilla retiros semanales y excedente,,,,lcolombo,0
09.11.,13:45,14:30,0:45,0.75,0.00,0.00,,,open,0%,Bitson,Bitson,Capacitación,landing cursos,,,,acuervo,0
09.11.,12:55,13:35,0:39,0.65,36.56,23.80,,,open,0%,Aptage,Aptage,Operativo,,,,,nespino,0
09.11.,12:15,14:30,2:15,2.25,28.00,63.00,,,open,0%,ECSA,Beagle SCA,Desarrollo,,,,,mmesmer,0
09.11.,12:02,12:55,0:53,0.89,36.56,32.69,,,open,%,INFD,INFD (Ministerio de Educación),Operativo,,,,,nespino,0
09.11.,11:07,12:02,0:54,0.91,36.56,33.40,,,open,0%,Aptage,Aptage,Operativo,,,,,nespino,0
09.11.,11:00,15:15,4:15,4.25,0.00,0.00,,,open,0%,Andes Líneas Aéreas,Andes,Desarrollo,Idem anterior.,,,,ddebonis,0
09.11.,11:00,14:30,3:30,3.50,0.00,0.00,,,open,0%,Andes Líneas Aéreas,Andes,Desarrollo,,,,,abrunacci,0
09.11.,10:30,11:00,0:30,0.50,0.00,0.00,,,open,0%,Bitson,Bitson,Tramite ,"Cobro de cheque, los 10k que faltaban",,,,ddebonis,0
09.11.,10:10,13:15,3:05,3.08,0.00,0.00,,,open,0%,Bitson,Bitson,Capacitación,landing cursos,,,,acuervo,0
09.11.,10:00,14:15,4:15,4.25,0.00,0.00,,,open,0%,ECSA,Sigas SCA,Mantenimiento,revision de bugs reportados por ecsa,,,,hbrunacci,0
09.11.,09:50,14:05,4:15,4.26,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,,,,,cuberti,0
09.11.,09:40,10:05,0:25,0.42,36.56,15.23,,,open,0%,Bitson,Bitson,Gestión Interna,,,,,nespino,0
09.11.,09:00,10:30,1:30,1.50,0.00,0.00,,,open,0%,Andes Líneas Aéreas,Andes,Desarrollo,"Modificacion de habitaciones en rotacion, habia un problema que duplicaba cuando modificaba. Tambien le agregue una feature que solo modifica (hace la request) si hay modificacion.",,,,ddebonis,0
09.11.,01:30,02:15,0:45,0.75,36.56,27.42,,,open,0%,INFD,INFD (Ministerio de Educación),Operativo,,,,,nespino,0
08.11.,19:10,21:45,2:35,2.58,36.56,94.45,,,open,0%,INFD,INFD (Ministerio de Educación),Operativo,,,,,nespino,0
08.11.,18:30,20:45,2:15,2.25,0.00,0.00,,,open,0%,Bitson,Bitson,Capacitación,Charla informativa MBA EBT,,,,lcolombo,0
08.11.,16:30,18:30,2:00,2.00,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,Seteando Hubspot & reinstalando SO en i5.,,,,lcolombo,0
08.11.,16:00,16:30,0:30,0.50,0.00,0.00,,,open,0%,Bitson,Kairos,Gestión Comercial,Resultados encuesta Nombre & Slogan.,,,,lcolombo,0
08.11.,15:00,16:00,1:00,1.00,0.00,0.00,,,open,0%,ECSA,Sigas SCA,Entorno de desarrollo,Charla con @hbrunacci x FW Rabbit y versionado de código de la Rabbit.,,,,lcolombo,0
08.11.,15:00,18:00,3:00,3.00,28.00,84.00,,,open,0%,ECSA,Beagle SCA,Desarrollo,,,,,mmesmer,0
08.11.,15:00,17:45,2:45,2.75,0.00,0.00,,,open,0%,Andes Líneas Aéreas,Andes,Desarrollo,"Conectando endpoints, se acomodo la respuesta, ya estan preparados para modificar y borrar los hoteles, una vez que el back este andando deberia andar.",,,,ddebonis,0
08.11.,15:00,17:45,2:45,2.75,0.00,0.00,,,open,0%,Andes Líneas Aéreas,Andes,Desarrollo,,,,,abrunacci,0
08.11.,15:00,17:15,2:15,2.25,36.56,82.26,,,open,0%,INFD,INFD (Ministerio de Educación),Operativo,,,,,nespino,0
08.11.,14:50,15:35,0:45,0.75,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión operativa,Charla con Lecovi sobre Rabbit en git,,,,hbrunacci,0
08.11.,10:05,14:15,4:10,4.17,0.00,0.00,,,open,0%,Bitson,Bitson,Capacitación,Tole,,,,hbrunacci,0
08.11.,10:00,14:30,4:30,4.50,0.00,0.00,,,open,0%,Bitson,Bitson,Capacitación,Transformación bitson,,,,lcolombo,0
08.11.,10:00,14:00,4:00,4.00,0.00,0.00,,,open,0%,Bitson,Bitson,Capacitación,"Tole, coaching",,,,ddebonis,0
08.11.,10:00,14:30,4:30,4.50,0.00,0.00,,,open,0%,Bitson,Bitson,Capacitación,,,,,cuberti,0
08.11.,10:00,14:20,4:20,4.33,36.56,158.43,,,open,0%,Bitson,Bitson,Capacitación,,,,,nespino,0
08.11.,10:00,14:00,4:00,4.00,0.00,0.00,,,open,0%,Bitson,Bitson,Capacitación,,,,,abrunacci,0
08.11.,10:00,14:00,4:00,4.00,0.00,0.00,,,open,0%,Bitson,Bitson,Capacitación,,,,,mmesmer,0
07.11.,23:50,00:10,0:20,0.33,0.00,0.00,,,open,0%,ECSA,Sigas SCA,DevOps,Versión 1.7.1,,,,lcolombo,0
07.11.,23:40,23:50,0:10,0.17,0.00,0.00,,,open,0%,ECSA,Sigas SCA,DevOps,Análisis logs,,,,lcolombo,0
07.11.,22:30,23:40,1:10,1.17,0.00,0.00,,,open,0%,ECSA,Sigas SCA,DevOps,Rescatando logs de lenon.,,,,lcolombo,0
07.11.,20:55,21:25,0:30,0.50,0.00,0.00,,,open,0%,Bitson,Kairos,Gestión Comercial,,,,,lcolombo,0
07.11.,20:00,20:20,0:20,0.33,0.00,0.00,,,open,0%,El Condominio,Migracion AWS,Gestión operativa,Gestión residual elcondominio.com con P. Kamenawa. Coordinación visita a bitson.,,,,lcolombo,0
07.11.,16:30,19:00,2:30,2.50,28.00,70.00,,,open,0%,ECSA,Beagle SCA,Desarrollo,,,,,mmesmer,0
07.11.,16:00,16:10,0:10,0.17,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Comercial,Contacto con Jhon William Lora Díaz.,,,,lcolombo,0
07.11.,15:52,17:24,1:31,1.52,36.56,55.74,,,open,%,Aptage,Aptage,Operativo,,,,,nespino,0
07.11.,14:41,15:52,1:11,1.19,36.56,43.38,,,open,%,INFD,INFD (Ministerio de Educación),Operativo,,,,,nespino,0
07.11.,14:00,15:40,1:40,1.67,28.00,46.67,,,open,0%,ECSA,Sigas SCA,Desarrollo,,,,,hbrunacci,0
07.11.,13:45,17:20,3:35,3.58,0.00,0.00,,,open,0%,Andes Líneas Aéreas,Andes,Desarrollo,Refactor de codigo que no usaba y marcha atras con los endpoints ya que tardaba mucho en armar las pantallas.,,,,ddebonis,0
07.11.,13:30,17:15,3:45,3.75,0.00,0.00,,,open,0%,Bitson,Bitson,Capacitación,landing cursos,,,,acuervo,0
07.11.,13:30,15:30,2:00,2.00,28.00,56.00,,,open,0%,ECSA,Beagle SCA,Desarrollo,,,,,mmesmer,0
07.11.,12:44,14:41,1:57,1.96,36.56,71.69,,,open,%,Aptage,Aptage,Operativo,,,,,nespino,0
07.11.,11:30,11:45,0:15,0.25,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,Firma de cheques con @ddebonis.,,,,lcolombo,0
07.11.,10:30,13:45,3:15,3.25,0.00,0.00,,,open,0%,Bitson,Bitson,Tramite ,"Fui a buscar el cheque al banco, fracase, hicimos uno nuevo y lo pude cobrar.",,,,ddebonis,0
07.11.,10:30,13:00,2:30,2.50,28.00,70.00,,,open,0%,ECSA,Beagle SCA,Desarrollo,,,,,mmesmer,0
07.11.,10:30,13:30,3:00,3.00,0.00,0.00,,,open,0%,ECSA,FW Rabbit,Desarrollo,Fix al fw para reportar las salidas y los pasos en estado liberdo,,,,hbrunacci,0
07.11.,10:30,17:30,7:00,7.00,0.00,0.00,,,open,0%,Andes Líneas Aéreas,Andes,Desarrollo,,,,,abrunacci,0
07.11.,10:15,13:15,3:00,3.00,0.00,0.00,,,open,0%,Bitson,Bitson,Capacitación,landing cursos,,,,acuervo,0
07.11.,10:00,10:45,0:45,0.75,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,Coordinación de pendientes con @cuberti,,,,lcolombo,0
07.11.,09:50,12:35,2:45,2.75,0.00,0.00,,,open,0%,INFD,INFD (Ministerio de Educación),Operativo,,,,,nespino,0
07.11.,09:30,12:45,3:15,3.26,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Comercial,,,,,cuberti,0
07.11.,09:00,10:30,1:30,1.50,0.00,0.00,,,open,0%,Andes Líneas Aéreas,Andes,Desarrollo,"Acomodo de pantalla de hoteles y habitaciones, refactorizando los endpoints.",,,,ddebonis,0
06.11.,20:19,21:38,1:18,1.31,0.00,0.00,,,open,%,Bitson,Bitson,Gestión Interna,,,,,nespino,0
06.11.,18:30,20:00,1:30,1.50,28.00,42.00,,,open,0%,ECSA,Beagle SCA,Desarrollo,,,,,mmesmer,0
06.11.,17:45,20:04,2:19,2.33,36.56,85.08,,,open,%,Aptage,Aptage,Operativo,,,,,nespino,0
06.11.,17:45,18:15,0:30,0.50,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Comercial,Búsqueda de mails de antiguos alumnos en pioix.edu.ar,,,,lcolombo,0
06.11.,17:23,17:45,0:22,0.37,36.56,13.43,,,open,%,INFD,INFD (Ministerio de Educación),Operativo,,,,,nespino,0
06.11.,16:03,17:23,1:19,1.32,36.56,48.42,,,open,%,Aptage,Aptage,Operativo,,,,,nespino,0
06.11.,15:45,17:45,2:00,2.00,0.00,0.00,,,open,0%,Bitson,Bitson,Reunion,Preparación cursos. Nombres Kairós.,,,,lcolombo,0
06.11.,15:30,16:03,0:33,0.55,36.56,20.22,,,open,%,INFD,INFD (Ministerio de Educación),Operativo,,,,,nespino,0
06.11.,15:17,15:30,0:12,0.21,0.00,0.00,,,open,%,INFD,INFD (Ministerio de Educación),Operativo,,,,,nespino,0
06.11.,15:15,15:45,0:30,0.50,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,Valor mínimo hora bitson. USD19,,,,lcolombo,0
06.11.,15:00,17:15,2:15,2.25,0.00,0.00,,,open,0%,Bitson,Bitson,Capacitación,,,,,acuervo,0
06.11.,15:00,17:30,2:30,2.50,28.00,70.00,,,open,0%,ECSA,Beagle SCA,Desarrollo,,,,,mmesmer,0
06.11.,15:00,16:30,1:30,1.50,0.00,0.00,,,open,0%,Andes Líneas Aéreas,Andes,Desarrollo,"Idem anterior, ya anda en rotaciones y paquetes, falta actualizar la respuesta y los endpoints para modificar/borrar.",,,,ddebonis,0
06.11.,14:11,15:14,1:03,1.05,36.56,38.52,,,open,0%,Bitson,Bitson,Gestión Interna,,,,,nespino,0
06.11.,14:10,15:15,1:05,1.08,0.00,0.00,,,open,0%,Bitson,Bitson,Reunion,Reunión semanal.,,,,lcolombo,0
06.11.,14:00,15:00,1:00,1.00,0.00,0.00,,,open,0%,Bitson,Bitson,Reunion,Reunion semanal,,,,ddebonis,0
06.11.,14:00,15:00,1:00,1.00,0.00,0.00,,,open,0%,Bitson,Bitson,Reunion,,,,,acuervo,0
06.11.,14:00,15:00,1:00,1.00,0.00,0.00,,,open,0%,Bitson,Bitson,Reunion,,,,,mmesmer,0
06.11.,13:52,14:11,0:19,0.32,0.00,0.00,,,open,%,Aptage,Aptage,Operativo,,,,,nespino,0
06.11.,13:45,14:10,0:25,0.42,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,Preparación cheque retiro x caja. Soporte remoto a @hbrunacci x conteo de salidas en La Rural.,,,,lcolombo,0
06.11.,13:40,17:40,4:00,4.00,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,,,,,cuberti,0
06.11.,13:30,13:51,0:21,0.36,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Comercial,,,,,nespino,0
06.11.,12:25,13:13,0:48,0.81,36.56,29.60,,,open,0%,Bitson,Bitson,Gestión Comercial,,,,,nespino,0
06.11.,12:00,13:45,1:45,1.75,28.00,49.00,,,open,0%,ECSA,Beagle SCA,Desarrollo,,,,,mmesmer,0
06.11.,11:59,12:25,0:25,0.43,36.56,15.56,,,open,0%,Aptage,Aptage,Operativo,,,,,nespino,0
06.11.,11:28,11:59,0:31,0.52,36.56,19.06,,,open,%,Aptage,Aptage,Operativo,,,,,nespino,0
06.11.,11:10,11:28,0:18,0.30,36.56,11.04,,,open,0%,INFD,INFD (Ministerio de Educación),Operativo,,,,,nespino,0
06.11.,10:31,17:33,7:02,7.04,0.00,0.00,,,open,%,Andes Líneas Aéreas,Andes,Desarrollo,,,,,abrunacci,0
06.11.,10:00,13:30,3:30,3.50,0.00,0.00,,,open,0%,Bitson,Bitson,Capacitación,landing cursos,,,,acuervo,0
06.11.,09:00,19:00,10:00,10.00,0.00,0.00,,,open,0%,ECSA,FW Rabbit,Soporte Onsilte,Soporte onsite por problema de FW donde las salidas no quedan registradas luego de conceder un acceso valido,,,,hbrunacci,0
06.11.,09:00,14:00,5:00,5.00,0.00,0.00,,,open,0%,Andes Líneas Aéreas,Andes,Desarrollo,"Cambiando el modal de hoteles/habitaciones de paquete y rotacion, al final defini dejar una tabla, para ambas. Y conectando los endpoints. ",,,,ddebonis,0
03.11.,19:00,20:00,1:00,1.00,28.00,28.00,,,open,0%,ECSA,Beagle SCA,Desarrollo,,,,,mmesmer,0
03.11.,18:49,20:42,1:52,1.87,36.56,68.52,,,open,%,Aptage,Aptage,Operativo,,,,,nespino,0
03.11.,18:31,18:49,0:18,0.30,36.56,11.02,,,open,%,INFD,INFD (Ministerio de Educación),Operativo,,,,,nespino,0
03.11.,16:51,18:18,1:26,1.45,36.56,52.86,,,open,%,Aptage,Aptage,Operativo,,,,,nespino,0
03.11.,15:30,17:00,1:30,1.50,0.00,0.00,,,open,0%,Bitson,Bitson,Capacitación,landing cursos,,,,acuervo,0
03.11.,15:21,16:51,1:29,1.49,36.56,54.57,,,open,%,INFD,INFD (Ministerio de Educación),Operativo,,,,,nespino,0
03.11.,15:15,17:45,2:30,2.50,28.00,70.00,,,open,0%,ECSA,Beagle SCA,Desarrollo,,,,,mmesmer,0
03.11.,15:00,16:00,1:00,1.00,0.00,0.00,,,open,0%,Andes Líneas Aéreas,Andes,Desarrollo,"Idem anterior, aun sin endpoints, deje casi todo preparado para conectar",,,,ddebonis,0
03.11.,14:30,15:00,0:30,0.50,0.00,0.00,,,open,0%,Bitson,Bitson,Desarrollo,"Ayuda a MC con el menu sidebar de la landing de cursos
",,,,ddebonis,0
03.11.,13:08,14:24,1:16,1.28,36.56,46.76,,,open,%,INFD,INFD (Ministerio de Educación),Operativo,,,,,nespino,0
03.11.,12:00,14:30,2:30,2.50,0.00,0.00,,,open,0%,Andes Líneas Aéreas,Andes,Desarrollo,Modal para agregar hoteles/habitaciones en paquete y en rotacion.,,,,ddebonis,0
03.11.,11:27,12:37,1:09,1.16,0.00,0.00,,,open,%,ECSA,Sigas-CARC,Desarrollo,,,,,hbrunacci,0
03.11.,11:05,13:30,2:25,2.42,0.00,0.00,,,open,0%,ECSA,Servidores,Instalación,,,,,abrunacci,0
03.11.,11:00,12:00,1:00,1.00,0.00,0.00,,,open,0%,Bitson,Bitson,Tramite ,Fui a cobrar un cheque que no me dejaron cobrar,,,,ddebonis,0
03.11.,11:00,11:05,0:05,0.08,0.00,0.00,,,open,0%,Bitson,Bitson,Reunion,Daily,,,,abrunacci,0
03.11.,11:00,14:30,3:30,3.50,0.00,0.00,,,open,0%,ECSA,Servidores,Instalación,,,,,mmesmer,0
03.11.,10:49,13:07,2:18,2.30,36.56,84.26,,,open,%,Aptage,Aptage,Operativo,,,,,nespino,0
03.11.,10:30,10:49,0:18,0.32,36.56,11.57,,,open,%,INFD,INFD (Ministerio de Educación),Operativo,,,,,nespino,0
03.11.,10:25,11:00,0:35,0.58,0.00,0.00,,,open,0%,ECSA,Servidores,Instalación,Arreglos lenovo / Lolla,,,,abrunacci,0
03.11.,10:15,15:00,4:45,4.75,0.00,0.00,,,open,0%,Bitson,Bitson,Capacitación,landing cursos,,,,acuervo,0
03.11.,10:05,11:27,1:22,1.37,0.00,0.00,,,open,0%,ECSA,Sigas SCA,Instalación,"actualizacion Lenovo
Problemas con migration zmq y network",,,,hbrunacci,0
03.11.,09:39,10:22,0:43,0.72,0.00,0.00,,,open,0%,Andes Líneas Aéreas,Andes,Desarrollo,Endpoint para crear rotacion por fecha exacta,,,,abrunacci,0
03.11.,09:30,13:19,3:49,3.82,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,,,,,cuberti,0
